Slovo;Rod;Slovo2;Rod2
pritom;;pritom;
ešte;;ešte;
jednu;ženský;jednu;ženský
vec;ženský;vec;ženský
Kto;mužský životný;Kto;mužský životný
by;;by;
to;stredný;to;stredný
kupoval;mužský neživotný;kupoval;mužský životný
A;;A;
obchody;mužský neživotný;obchody;mužský neživotný
ktoré;ženský;ktoré;mužský neživotný
chcú;;chcú;
predávať;;predávať;
zaručene;;zaručene;
čerstvý;mužský neživotný;čerstvý;mužský neživotný
v;;v;
noci;ženský;noci;ženský
a;stredný;a;
chlieb;mužský neživotný;chlieb;mužský neživotný
musia;;musia;
ho;;ho;mužský neživotný
držať;;držať;
v;;v;
osobitných;ženský;osobitných;ženský
policiach;ženský;policiach;ženský
takže;;takže;
skôr;;skôr;
chlieb;mužský neživotný;chlieb;mužský neživotný
zdražuje;;zdražuje;
Ľubomír;mužský životný;Ľubomír;mužský životný
Vlastný;mužský neživotný;Vlastný;mužský neživotný
gól;mužský neživotný;gól;mužský neživotný
slovenskej;ženský;slovenskej;ženský
inteligencie;ženský;inteligencie;ženský
Pred;;Pred;
voľbami;ženský;voľbami;ženský
bolo;stredný;bolo;stredný
v;;v;
neposlednom;mužský neživotný;neposlednom;mužský neživotný
rade;mužský neživotný;rade;mužský neživotný
v;;v;
Mostoch;mužský neživotný;Mostoch;mužský neživotný
mnoho;;mnoho;stredný
krásnych;ženský;krásnych;mužský neživotný
vzletných;ženský;vzletných;mužský neživotný
výkladov;mužský neživotný;výkladov;mužský neživotný
prečo;;prečo;
treba;;treba;
voliť;;voliť;
Martina;ženský;Martina;mužský životný
Takže;;Takže;
teraz;;teraz;
veľmi;;veľmi;
čakám;;čakám;
či;;či;
niekto;mužský životný;niekto;mužský životný
z;stredný;z;
mienkotvorných;ženský;mienkotvorných;ženský
hláv;ženský;hláv;ženský
elektorátu;mužský neživotný;elektorátu;mužský neživotný
urobí;;urobí;
sebakritickú;ženský;sebakritickú;ženský
analýzu;ženský;analýzu;ženský
tohto;stredný;tohto;mužský neživotný
svojho;mužský neživotný;svojho;mužský neživotný
fatálneho;mužský neživotný;fatálneho;mužský neživotný
politického;mužský neživotný;politického;mužský neživotný
omylu;mužský neživotný;omylu;mužský neživotný
Že;;Že;
Mečiar;mužský životný;Mečiar;mužský životný
suverénny;mužský neživotný;suverénny;mužský životný
víťaz;mužský životný;víťaz;mužský životný
prvého;mužský neživotný;prvého;stredný
kola;ženský;kola;stredný
v;;v;
druhom;mužský neživotný;druhom;stredný
kole;ženský;kole;stredný
bol;ženský;bol;mužský životný
odmietnutý;mužský neživotný;odmietnutý;mužský životný
je;;je;
spravodlivý;mužský neživotný;spravodlivý;mužský neživotný
trest;mužský neživotný;trest;mužský neživotný
za;;za;
roky;mužský neživotný;roky;mužský neživotný
jeho;ženský;jeho;stredný
vládnutia;stredný;vládnutia;stredný
Ľubomír;mužský životný;Ľubomír;mužský životný
profesor;mužský životný;profesor;mužský životný
slovanských;ženský;slovanských;mužský neživotný
jazykov;mužský neživotný;jazykov;mužský neživotný
Scenár;mužský neživotný;Scenár;mužský neživotný
Adam;mužský životný;Adam;mužský životný
Réžia;ženský;Réžia;ženský
Kamera;ženský;Kamera;ženský
Hudba;ženský;Hudba;ženský
najbohatší;mužský neživotný;najbohatší;mužský životný
muž;mužský životný;muž;mužský životný
sveta;mužský neživotný;sveta;mužský neživotný
je;;je;
majiteľom;mužský životný;majiteľom;mužský životný
počítačovej;ženský;počítačovej;ženský
spoločnosti;ženský;spoločnosti;ženský
ktorá;ženský;ktorá;ženský
vyrába;;vyrába;
aj;;aj;
hračky;ženský;hračky;ženský
pre;;pre;
deti;stredný;deti;stredný
tretieho;mužský neživotný;tretieho;stredný
tisícročia;stredný;tisícročia;stredný
Dnes;;Dnes;
je;;je;
autogramiáda;ženský;autogramiáda;ženský
a;stredný;a;
a;stredný;a;
potom;;potom;
je;;je;
tlačová;ženský;tlačová;ženský
konferencia;ženský;konferencia;ženský
Paulom;mužský životný;Paulom;mužský životný
Večer;mužský neživotný;Večer;
bude;;bude;
uvádzať;;uvádzať;
film;mužský neživotný;film;mužský neživotný
Hlboký;mužský neživotný;Hlboký;mužský neživotný
spánok;mužský neživotný;spánok;mužský neživotný
Napokon;;Napokon;
zvíťazila;ženský;zvíťazila;ženský
láska;ženský;láska;ženský
kričal;mužský neživotný;kričal;mužský životný
z;stredný;z;
pódia;stredný;pódia;stredný
nadšený;mužský neživotný;nadšený;mužský životný
Uvidíme;;Uvidíme;
ako;;ako;
do;;do;stredný
celé;ženský;celé;stredný
dopadne;;dopadne;
Pôvodný;mužský neživotný;Pôvodný;mužský neživotný
scenár;mužský neživotný;scenár;mužský neživotný
Zamilovaný;mužský neživotný;Zamilovaný;mužský životný
Scenár;mužský neživotný;Scenár;mužský neživotný
adaptácia;ženský;adaptácia;ženský
Tenká;ženský;Tenká;ženský
červená;ženský;červená;ženský
čiara;ženský;čiara;ženský
Výprava;ženský;Výprava;ženský
Zamilovaný;mužský neživotný;Zamilovaný;mužský životný
Kostýmy;mužský neživotný;Kostýmy;mužský neživotný
Kráľovná;ženský;Kráľovná;ženský
Alžbeta;ženský;Alžbeta;ženský
Pôvodná;ženský;Pôvodná;ženský
hudba;ženský;hudba;ženský
k;stredný;k;
muzikálu;mužský neživotný;muzikálu;mužský neživotný
alebo;;alebo;
komédii;ženský;komédii;ženský
Princ;mužský životný;Princ;mužský životný
egyptský;mužský neživotný;egyptský;mužský životný
Krátkometrážny;mužský neživotný;Krátkometrážny;mužský neživotný
hraný;mužský neživotný;hraný;mužský neživotný
film;mužský neživotný;film;mužský neživotný
LA;;LA;
The;;The;
Zvuk;mužský neživotný;Zvuk;mužský neživotný
Zachráňte;;Zachráňte;
vojaka;mužský životný;vojaka;mužský životný
Vizuálne;;Vizuálne;mužský neživotný
efekty;mužský neživotný;efekty;mužský neživotný
Tento;mužský neživotný;Tento;mužský neživotný
ročník;mužský neživotný;ročník;mužský neživotný
priniesol;mužský neživotný;priniesol;mužský neživotný
hneď;ženský;hneď;
niekoľko;stredný;niekoľko;stredný
prekvapení;stredný;prekvapení;stredný
Kompletný;mužský neživotný;Kompletný;mužský neživotný
program;mužský neživotný;program;mužský neživotný
Gay;mužský životný;Gay;
Film;mužský neživotný;Film;
Festivalu;mužský neživotný;Festivalu;mužský neživotný
Slovakia;;Slovakia;ženský
nájdete;;nájdete;
na;;na;
Film;mužský neživotný;Film;
Site;stredný;Site;
v;;v;
rubrike;ženský;rubrike;ženský
Ceny;ženský;Ceny;ženský
a;stredný;a;
festivaly;mužský neživotný;festivaly;mužský neživotný
Americká;ženský;Americká;ženský
premiéra;ženský;premiéra;ženský
bola;ženský;bola;ženský
plánovaná;ženský;plánovaná;ženský
na;;na;
júl;mužský neživotný;júl;mužský neživotný
a;stredný;a;
v;;v;
slovenských;ženský;slovenských;stredný
kinách;stredný;kinách;stredný
by;;by;
sa;;sa;
mal;;mal;mužský neživotný
objaviť;;objaviť;
pod;;pod;
názvom;mužský neživotný;názvom;mužský neživotný
túžba;ženský;túžba;ženský
FOR;;FOR;
Zoberiem;;Zoberiem;
tú;;tú;ženský
funkciu;ženský;funkciu;ženský
ak;;ak;
to;stredný;to;stredný
ľudia;mužský životný;ľudia;mužský životný
naozaj;;naozaj;
budú;;budú;
chcieť;;chcieť;
povedal;mužský neživotný;povedal;mužský životný
režisér;mužský životný;režisér;mužský životný
REŽISÉRKOU;ženský;REŽISÉRKOU;ženský
po;;po;
úspechu;mužský neživotný;úspechu;mužský neživotný
albumu;mužský neživotný;albumu;mužský neživotný
of;;of;
odriekla;ženský;odriekla;ženský
herecké;ženský;herecké;ženský
ponuky;ženský;ponuky;ženský
Bude;;Bude;
to;stredný;to;stredný
filmové;ženský;filmové;stredný
spracovanie;stredný;spracovanie;stredný
románu;mužský neživotný;románu;mužský neživotný
ktorý;mužský neživotný;ktorý;mužský neživotný
vychádza;;vychádza;
v;;v;
USA;;USA;
v;;v;
týchto;mužský neživotný;týchto;mužský neživotný
dňoch;mužský neživotný;dňoch;mužský neživotný
AKO;;AKO;
F;;F;
W;;W;
Nakrúcanie;stredný;Nakrúcanie;stredný
by;;by;
sa;;sa;
malo;;malo;stredný
začať;;začať;
v;;v;
apríli;mužský neživotný;apríli;mužský neživotný
v;;v;
Luxemburgu;mužský neživotný;Luxemburgu;mužský neživotný
POZOR;;POZOR;
PÍŠE;;PÍŠE;
ROZPRÁVKU;ženský;ROZPRÁVKU;ženský
Ako;;Ako;
vyzerá;;vyzerá;
herec;mužský životný;herec;mužský životný
snov;mužský neživotný;snov;mužský neživotný
Telo;stredný;Telo;stredný
by;;by;
malo;;malo;stredný
mať;ženský;mať;
šiju;ženský;šiju;ženský
ramená;stredný;ramená;stredný
Love;mužský neživotný;Love;ženský
zadok;mužský neživotný;zadok;mužský neživotný
pupok;mužský neživotný;pupok;mužský neživotný
a;stredný;a;
nohy;ženský;nohy;ženský
HVIEZDY;ženský;HVIEZDY;ženský
V;;V;
HOLANDSKU;stredný;HOLANDSKU;stredný
Režíruje;;Režíruje;
ho;;ho;mužský neživotný
holandský;mužský neživotný;holandský;mužský životný
režisér;mužský životný;režisér;mužský životný
Premiéra;ženský;Premiéra;ženský
by;;by;
mala;;mala;ženský
byť;;byť;
už;;už;
koncom;;koncom;
roku;mužský neživotný;roku;mužský neživotný
Detektíva;mužský životný;Detektíva;mužský životný
hral;mužský neživotný;hral;mužský životný
Lord;mužský životný;Lord;mužský životný
CENY;ženský;CENY;ženský
ČASOPISU;mužský neživotný;ČASOPISU;mužský neživotný
KTO;mužský životný;KTO;mužský životný
PRÍDE;;PRÍDE;
Film;mužský neživotný;Film;mužský neživotný
bol;ženský;bol;mužský neživotný
nakrútený;mužský neživotný;nakrútený;mužský neživotný
podľa;;podľa;
skutočnej;ženský;skutočnej;ženský
udalosti;ženský;udalosti;ženský
ZA;;ZA;
VIZUÁLNE;;VIZUÁLNE;mužský neživotný
EFEKTY;mužský neživotný;EFEKTY;mužský neživotný
OD;;OD;
K;;K;
by;;by;
si;;si;
mal;;mal;mužský životný
v;;v;
jednom;mužský neživotný;jednom;mužský neživotný
z;stredný;z;
nich;mužský neživotný;nich;mužský neživotný
zahrať;;zahrať;
hlavnú;ženský;hlavnú;ženský
úlohu;ženský;úlohu;ženský
OPäŤ;;OPäŤ;
SPIEVA;;SPIEVA;
Úspešný;mužský neživotný;Úspešný;mužský neživotný
film;mužský neživotný;film;mužský neživotný
Tentoraz;;Tentoraz;
na;;na;
televízne;ženský;televízne;ženský
obrazovky;ženský;obrazovky;ženský
v;;v;
podobe;ženský;podobe;ženský
seriálu;mužský neživotný;seriálu;mužský neživotný
na;;na;
DIVOKOM;mužský neživotný;DIVOKOM;mužský neživotný
ZÁPADE;mužský neživotný;ZÁPADE;mužský neživotný
Bude;;Bude;
mať;ženský;mať;
názov;mužský neživotný;názov;mužský neživotný
a;stredný;a;
režisérom;mužský životný;režisérom;mužský životný
bude;;bude;
Tom;stredný;Tom;mužský životný
si;;si;
zahrá;;zahrá;
Číňana;mužský životný;Číňana;mužský životný
ktorý;mužský neživotný;ktorý;mužský životný
pricestuje;;pricestuje;
na;;na;
Divoký;mužský neživotný;Divoký;mužský neživotný
západ;mužský neživotný;západ;mužský neživotný
aby;;aby;
zachránil;mužský neživotný;zachránil;mužský životný
dcéru;ženský;dcéru;ženský
čínskeho;mužský neživotný;čínskeho;mužský životný
konzula;mužský životný;konzula;mužský životný
V;;V;
CIRKUSE;mužský neživotný;CIRKUSE;mužský neživotný
sa;;sa;
vracia;;vracia;
k;stredný;k;
filmu;mužský neživotný;filmu;mužský neživotný
Tentoraz;;Tentoraz;
ako;;ako;
režisérka;ženský;režisérka;ženský
a;stredný;a;
producentka;ženský;producentka;ženský
je;;je;
ľúbostný;mužský neživotný;ľúbostný;mužský neživotný
príbeh;mužský neživotný;príbeh;mužský neživotný
sa;;sa;
počas;;počas;
tridsiatych;ženský;tridsiatych;mužský neživotný
rokov;mužský neživotný;rokov;mužský neživotný
v;;v;
prostredí;stredný;prostredí;stredný
cirkusu;mužský neživotný;cirkusu;mužský neživotný
Vlani;;Vlani;
získal;mužský neživotný;získal;mužský životný
toto;stredný;toto;stredný
ocenenie;stredný;ocenenie;stredný
režisér;mužský životný;režisér;mužský životný
ALAN;mužský životný;ALAN;mužský životný
V;;V;
TELEVÍZII;ženský;TELEVÍZII;ženský
Alan;mužský životný;Alan;mužský životný
je;;je;
meno;stredný;meno;stredný
ktoré;ženský;ktoré;stredný
sa;;sa;
používa;;používa;
v;;v;
titulkoch;mužský neživotný;titulkoch;mužský neživotný
keď;;keď;
z;stredný;z;
rôznych;ženský;rôznych;ženský
príčin;ženský;príčin;ženský
s;stredný;s;
uvedením;stredný;uvedením;stredný
vlastného;mužský neživotný;vlastného;stredný
mena;ženský;mena;stredný
Použitie;stredný;Použitie;stredný
tohto;stredný;tohto;stredný
mena;ženský;mena;stredný
pri;;pri;
televíznom;mužský neživotný;televíznom;stredný
uvedení;stredný;uvedení;stredný
hraného;mužský neživotný;hraného;mužský neživotný
filmu;mužský neživotný;filmu;mužský neživotný
známeho;mužský životný;známeho;mužský neživotný
z;stredný;z;
kín;stredný;kín;stredný
je;;je;
nezvyčajné;ženský;nezvyčajné;stredný
HVIEZDY;ženský;HVIEZDY;ženský
STOROČIA;stredný;STOROČIA;stredný
Kritérium;stredný;Kritérium;stredný
je;;je;
dosť;;dosť;
kontroverzné;ženský;kontroverzné;stredný
Sú;;Sú;
v;;v;
ňom;mužský neživotný;ňom;mužský neživotný
i;stredný;i;
Ball;;Ball;ženský
Mary;;Mary;ženský
a;stredný;a;
Medzi;;Medzi;
hereckými;ženský;hereckými;mužský životný
kandidátmi;mužský životný;kandidátmi;mužský životný
sú;;sú;
a;stredný;a;
John;mužský životný;John;mužský životný
Stane;mužský neživotný;Stane;
sa;;sa;
tak;;tak;
počas;;počas;
slávnostného;mužský neživotný;slávnostného;mužský neživotný
ceremoniálu;mužský neživotný;ceremoniálu;mužský neživotný
teda;;teda;
dva;mužský neživotný;dva;mužský neživotný
dni;;dni;mužský neživotný
pred;;pred;
začiatkom;;začiatkom;mužský neživotný
MFF;;MFF;
v;;v;
Berlíne;mužský neživotný;Berlíne;mužský neživotný
PREPUSTIL;mužský neživotný;PREPUSTIL;mužský životný
KAMERAMANA;mužský životný;KAMERAMANA;mužský životný
TRAKTOR;mužský neživotný;TRAKTOR;mužský neživotný
NAKRÚCA;;NAKRÚCA;
Jeho;ženský;Jeho;mužský neživotný
dej;mužský neživotný;dej;mužský neživotný
sa;;sa;
odohráva;;odohráva;
vo;;vo;
fiktívnom;mužský neživotný;fiktívnom;stredný
mužstve;stredný;mužstve;stredný
Dobrosrdečná;ženský;Dobrosrdečná;ženský
dievčina;ženský;dievčina;ženský
sa;;sa;
mu;mužský neživotný;mu;mužský životný
však;;však;
neustála;ženský;neustála;
snaží;;snaží;
dohodiť;;dohodiť;
nejakého;mužský neživotný;nejakého;mužský životný
priateľa;mužský životný;priateľa;mužský životný
Chcel;mužský neživotný;Chcel;mužský životný
by;;by;
sa;;sa;
stať;ženský;stať;
prezidentom;mužský životný;prezidentom;mužský životný
USA;;USA;
ZOMREL;mužský neživotný;ZOMREL;mužský životný
JOHN;mužský životný;JOHN;mužský životný
V;;V;
DIVADLE;stredný;DIVADLE;stredný
Jeho;ženský;Jeho;ženský
slepú;ženský;slepú;ženský
obeť;ženský;obeť;ženský
hrá;;hrá;
NAHÁČI;mužský životný;NAHÁČI;mužský životný
POTOPILI;ženský;POTOPILI;mužský životný
V;;V;
nedeľu;ženský;nedeľu;ženský
boli;ženský;boli;ženský
ceny;ženský;ceny;ženský
Skvelá;ženský;Skvelá;ženský
novinka;ženský;novinka;ženský
pre;;pre;
fanúšikov;mužský životný;fanúšikov;mužský životný
klasiky;ženský;klasiky;ženský
z;stredný;z;
roku;mužský neživotný;roku;mužský neživotný
David;mužský životný;David;mužský životný
a;stredný;a;
totiž;;totiž;
podpísali;ženský;podpísali;neurčiteľný
zmluvy;ženský;zmluvy;ženský
na;;na;
a;stredný;a;
sériu;ženský;sériu;ženský
úspešného;mužský neživotný;úspešného;mužský neživotný
televízneho;mužský neživotný;televízneho;mužský neživotný
seriálu;mužský neživotný;seriálu;mužský neživotný
Honoráre;mužský neživotný;Honoráre;mužský neživotný
oboch;ženský;oboch;ženský
hviezd;ženský;hviezd;ženský
vzrástli;ženský;vzrástli;mužský neživotný
Jednu;ženský;Jednu;ženský
z;stredný;z;
epizód;ženský;epizód;ženský
napísal;mužský neživotný;napísal;mužský životný
